"articlenumber_value","price","special_price","releasedate"
"S21490","50",,"2015-01-01 00:00:00"
"S21998","25",,"2015-01-01 00:00:00"
"S23015","80",,"2016-01-01 00:00:00"
"S32010","340",,"2016-01-01 00:00:00"
"S41902","399",,"2016-01-01 00:00:00"
"S74493","340",,"2016-01-01 00:00:00"
"S74495","340",,"2016-01-01 00:00:00"
"S74500","450",,"2016-01-01 00:00:00"
"S74514","210",,"2016-01-02 00:00:00"
"S74515","210",,"2016-01-02 00:00:00"
"S74516","210",,"2016-01-02 00:00:00"
"S74595","790",,"2016-05-02 00:00:00"
"S74597","790",,"2016-26-02 00:00:00"
"S74598","160",,"2016-29-01 00:00:00"
"S74602","199",,"2016-29-01 00:00:00"
"S74605","160",,"2016-29-01 00:00:00"
"S74632","280",,"2016-29-01 00:00:00"
"S74633","280",,"2016-05-02 00:00:00"
"S74637","210",,"2016-29-01 00:00:00"
"S74645","280",,"2016-29-01 00:00:00"
"S74650","210",,"2016-29-01 00:00:00"
"S74672","410",,"2016-29-01 00:00:00"
"S74674","410",,"2016-05-02 00:00:00"
"S74679","790",,"2016-26-02 00:00:00"
"S74683","90",,"2016-01-02 00:00:00"
"S74685","90",,"2016-01-02 00:00:00"
"S74734","90",,"2016-01-02 00:00:00"
"S74735","90",,"2016-01-02 00:00:00"
"S74766","110",,"2016-01-01 00:00:00"
"S74931","670",,"2016-11-02 00:00:00"
"S74932","670",,"2016-04-02 00:00:00"
"S74933","790",,"2016-13-02 00:00:00"
"S75039","350",,"2016-01-02 00:00:00"
"S75126","370",,"2016-01-01 00:00:00"
"S75138","350",,"2016-01-01 00:00:00"
"S75157","330",,"2016-01-02 00:00:00"
"S75158","330",,"2016-01-02 00:00:00"
"S75159","330",,"2016-01-02 00:00:00"
"S75246","440",,"2016-11-02 00:00:00"
"S75247","440",,"2016-11-02 00:00:00"
"S75249","370",,"2016-01-02 00:00:00"
"S75250","370",,"2016-01-02 00:00:00"
"S75443","160",,"2016-01-02 00:00:00"
"S75488","360",,"2016-01-01 00:00:00"
"S75556","350",,"2016-01-01 00:00:00"
"S75579","340",,"2016-11-02 00:00:00"
"S75580","340",,"2016-11-02 00:00:00"
"S77982","70",,"2016-01-01 00:00:00"
"S77990","70",,"2016-01-01 00:00:00"
"S78015","110",,"2016-01-02 00:00:00"
"S78016","110",,"2016-01-02 00:00:00"
"S78019","110",,"2016-01-02 00:00:00"
"S78020","110",,"2016-01-02 00:00:00"
"S78394","390",,"2016-01-08 00:00:00"
"S78417","599",,"2016-15-01 00:00:00"
"S78452","80",,"2016-01-01 00:00:00"
"S78563","270",,"2016-01-02 00:00:00"
"S78647","240",,"2016-01-01 00:00:00"
"S78648","299",,"2016-01-02 00:00:00"
"S78928","360",,"2016-01-02 00:00:00"
"S78930","360",,"2016-01-02 00:00:00"
"S78976","350",,"2016-01-01 00:00:00"
"S79021","320",,"2016-01-01 00:00:00"
"S79023","320",,"2016-01-01 00:00:00"
"S79047","380",,"2015-01-11 00:00:00"
"S79061","360",,"2016-15-02 00:00:00"
"S79062","360",,"2016-15-02 00:00:00"
"S79063","560",,"2016-01-02 00:00:00"
"S79078","380",,"2016-01-02 00:00:00"
"S79080","380",,"2016-01-02 00:00:00"
"S79095","350",,"2016-01-01 00:00:00"
"S79096","350",,"2016-01-01 00:00:00"
"S79126","440",,"2016-16-01 00:00:00"
"S79130","490",,"2016-01-01 00:00:00"
"S79299","420",,"2016-01-02 00:00:00"
"S79478","720",,"2016-30-01 00:00:00"
"S81337","250",,"2015-01-06 00:00:00"
"S81338","250",,"2015-01-06 00:00:00"
"S88115","140",,"2015-01-07 00:00:00"
"S90218","70",,"2015-15-08 00:00:00"
"S90220","70",,"2015-15-08 00:00:00"
"S90389","130",,"2015-01-07 00:00:00"
"S93289","240",,"2016-01-01 00:00:00"
"S93452","150",,"2016-01-02 00:00:00"
"S93456","160",,"2016-01-01 00:00:00"
"S93497","250",,"2016-01-02 00:00:00"
"S95874","50",,"2016-01-01 00:00:00"
